9.92279,9.92279,9.75186,9.75186,4.77396,0.135886,0.193983,0.0313196,0.00100542,0,1,11.9818,-2.29801,-2.32453,0,633,762,0.193983
9.77132,9.84706,9.78017,9.76602,4.72516,0.0647349,0.162356,0.0313196,0.00100542,1014,1,13.3169,-0.423575,-0.605479,0,636,762,0.192005
10.0361,9.91006,10.2381,9.92336,4.83127,-0.010484,0.124647,0.0313196,0.00100542,2579,1,15.1861,2.2008,1.8642,0,635,762,0.200032
9.79917,9.88234,9.9452,9.92882,4.82159,-0.0367434,0.112869,0.0313196,0.00100542,2941,1,13.3169,-0.423545,-0.605449,0,636,762,0.198847
9.9119,9.88825,9.87855,9.91877,4.81854,-0.0241299,0.117968,0.0313196,0.00100542,2767,1,13.3169,-0.423518,-0.605423,0,635,762,0.198846
10.0456,9.91447,9.907,9.91681,4.83006,-0.00176072,0.127804,0.0313196,0.00100542,2470,1,11.9815,-2.29817,-2.32469,0,635,761,0.20002
9.84646,9.90476,9.99672,9.92822,4.83134,-0.0185132,0.119605,0.0313196,0.00100542,2747,1,13.3168,-0.423534,-0.605438,0,635,761,0.1999
10.0034,9.91709,9.97012,9.93346,4.83998,-0.0129418,0.123455,0.0313196,0.00100542,2641,1,13.3168,-0.423499,-0.605404,0,635,762,0.200667
9.87158,9.91203,9.77568,9.91593,4.82839,-0.00310755,0.127198,0.0313196,0.00100542,2486,1,13.3167,-0.423487,-0.605392,0,635,761,0.199879
9.85185,9.90601,9.8905,9.91339,4.8241,-0.00583911,0.128043,0.0313196,0.00100542,2446,1,11.9812,-2.29822,-2.27986,0,636,762,0.199562
9.95773,9.90951,9.91816,9.93002,4.83454,-0.0161984,0.120753,0.0313196,0.00100542,2717,1,11.9811,-2.29825,-2.32477,0,635,761,0.200181
9.982,9.93057,9.86536,9.93854,4.84918,-0.00628161,0.125622,0.0313196,0.00100542,2593,1,13.3166,-0.423502,-0.605406,0,635,761,0.201437
9.63969,9.89094,9.87609,9.90234,4.81099,-0.00901675,0.127577,0.0313196,0.00100542,2427,1,12.07,-2.1733,-2.20843,0,636,763,0.19854
10.0099,9.91201,9.8084,9.88866,4.81504,0.0184777,0.135574,0.0313196,0.00100542,2168,1,13.3166,-0.423521,-0.605425,0,634,760,0.198963
10.0031,9.92113,9.90328,9.89113,4.82116,0.0237112,0.142542,0.0313196,0.00100542,1950,1,15.1866,2.20123,1.86463,0,636,762,0.199539
9.53811,9.87038,9.69755,9.87019,4.7843,0,0.132077,0.0313196,0.00100542,2207,1,13.3166,-0.423476,-0.605381,0,636,763,0.196601
9.65886,9.85162,9.78869,9.84938,4.76435,0.00176072,0.131772,0.0313196,0.00100542,2165,1,15.1868,2.20127,1.86467,0,636,762,0.195069
