9.02119,9.02119,9.24993,9.24993,4.08732,-0.197925,-0.443746,0.24997,-0.108408,0,0,11.3607,3.02452,2.73783,0,408,540,0
9.08099,9.05109,9.26432,9.25712,4.09755,-0.177973,-0.43391,0.24997,-0.108408,-777,0,11.3607,3.02452,2.73782,0,410,539,-0.456623
9.08259,9.06159,9.29103,9.26843,4.10879,-0.178395,-0.436183,0.24997,-0.108408,-1028,0,11.3607,3.02448,2.73779,0,409,538,-0.466244
9.05422,9.05975,9.32433,9.2824,4.12066,-0.191771,-0.440386,0.24997,-0.108408,-1017,0,11.3607,3.02455,2.73785,0,410,539,-0.470114
9.02556,9.05291,9.33797,9.29352,4.12985,-0.207029,-0.448368,0.24997,-0.108408,-832,0,11.3606,3.0245,2.73781,0,409,539,-0.472699
9.17187,9.07273,9.41656,9.31402,4.15036,-0.207043,-0.447648,0.24997,-0.108408,-1360,0,11.3606,3.02453,2.73783,0,410,539,-0.487425
9.15693,9.08476,9.17898,9.29473,4.13477,-0.180464,-0.436417,0.24997,-0.108408,-1648,0,11.3605,3.02446,2.73777,0,409,539,-0.484613
9.04497,9.07979,9.29101,9.29427,4.13365,-0.184378,-0.437194,0.24997,-0.108408,-1535,0,11.3605,3.02445,2.73776,0,410,539,-0.482059
9.08309,9.08016,9.2936,9.29419,4.13364,-0.184001,-0.437022,0.24997,-0.108408,-1544,0,11.3604,3.02441,2.73771,0,410,539,-0.482156
9.07684,9.07982,9.3491,9.29968,4.13837,-0.188899,-0.439291,0.24997,-0.108408,-1539,0,11.3604,3.02436,2.73767,0,410,539,-0.484289
9.07656,9.08536,9.25574,9.30026,4.13962,-0.184599,-0.435393,0.24997,-0.108408,-1704,0,11.3604,3.02439,2.73769,0,411,540,-0.485223
9.03756,9.08102,9.22935,9.29677,4.13599,-0.185418,-0.43867,0.24997,-0.108408,-1556,0,11.3603,3.02432,2.73762,0,409,539,-0.484149
9.08703,9.08146,9.24818,9.29248,4.13235,-0.181427,-0.43388,0.24997,-0.108408,-1600,0,11.3603,3.02426,2.73757,0,411,540,-0.480651
9.15885,9.09193,9.28983,9.28903,4.13107,-0.169465,-0.428458,0.24997,-0.108408,-1859,0,11.3603,3.02425,2.73755,0,411,540,-0.482796
9.01651,9.09102,9.26622,9.28186,4.12494,-0.164197,-0.426998,0.24997,-0.108408,-1814,0,11.3603,3.02421,2.73752,0,410,540,-0.480039
9.03173,9.07701,9.23093,9.26329,4.1071,-0.16066,-0.425229,0.24997,-0.108408,-1441,0,11.3603,3.02421,2.73752,0,410,540,-0.467364
9.12827,9.07414,9.24291,9.26969,4.11188,-0.16856,-0.4308,0.24997,-0.108408,-1355,0,11.3602,3.02416,2.73747,0,409,539,-0.470413
9.04507,9.07415,9.38496,9.27908,4.1198,-0.176479,-0.432492,0.24997,-0.108408,-1391,0,11.3602,3.02417,2.73748,0,410,540,-0.47316
9.08722,9.07456,9.31131,9.28085,4.12137,-0.177616,-0.434004,0.24997,-0.108408,-1391,0,11.3603,3.02416,2.73747,0,410,539,-0.474669
8.95693,9.06257,9.17627,9.26357,4.10482,-0.173437,-0.431944,0.24997,-0.108408,-1072,0,11.3602,3.02415,2.73746,0,410,539,-0.463277
9.09765,9.06468,9.30225,9.26822,4.1091,-0.175532,-0.433915,0.24997,-0.108408,-1117,0,11.3602,3.02412,2.73743,0,409,539,-0.466591
9.09624,9.07055,9.22309,9.2676,4.10952,-0.169911,-0.431385,0.24997,-0.108408,-1263,0,11.3602,3.02412,2.73743,0,409,539,-0.468312
9.03021,9.06487,9.32825,9.2756,4.11543,-0.181601,-0.435738,0.24997,-0.108408,-1806,0,11.3602,3.02414,2.73745,0,410,539,-0.469123
9.00342,9.04932,9.23324,9.26994,4.1084,-0.190327,-0.439593,0.24997,-0.108408,-1405,0,11.3602,3.0241,2.73741,0,410,539,-0.461324
8.98742,9.04642,9.25812,9.26913,4.10732,-0.19217,-0.440412,0.24997,-0.108408,-1501,0,11.3602,3.02414,2.73745,0,410,539,-0.459957
8.93956,9.0372,9.2503,9.27107,4.108,-0.201812,-0.443781,0.24997,-0.108408,-997,0,11.3602,3.02416,2.73747,0,410,540,-0.456761
9.09168,9.03354,9.29793,9.27657,4.11263,-0.209611,-0.448336,0.24997,-0.108408,-823,0,11.3603,3.02423,2.73754,0,410,539,-0.458218
8.89801,9.01883,9.10316,9.24839,4.08569,-0.198682,-0.443084,0.24997,-0.108408,118,0,11.3604,3.02434,2.73765,0,410,539,-0.441637
9.06182,9.01629,9.25268,9.24253,4.08018,-0.195945,-0.443751,0.24997,-0.108408,325,0,11.3606,3.02443,2.73773,0,409,538,-0.439631
8.93354,9.01396,9.15674,9.24058,4.07818,-0.196335,-0.442922,0.24997,-0.108408,403,0,11.3605,3.02432,2.73763,0,409,539,-0.437358
9.03581,9.00777,9.27123,9.23747,4.07472,-0.199109,-0.443143,0.24997,-0.108408,734,0,11.3257,2.99494,2.70857,0,410,539,-0.433233
9.05506,9.00365,9.32072,9.24724,4.08315,-0.21094,-0.448558,0.24997,-0.108408,1062,0,0,0,0,0,410,539,-0.435593
9.05034,9.00567,9.24587,9.239,4.07586,-0.202233,-0.444559,0.24997,-0.108408,1033,0,13.7213,-3.15925,-2.92358,0,410,539,-0.433081
9.10783,9.01611,9.30576,9.24625,4.08348,-0.199252,-0.443313,0.24997,-0.108408,342,0,0,0,0,0,410,539,-0.439787
8.99802,9.01717,9.25525,9.24597,4.08334,-0.198086,-0.43984,0.24997,-0.108408,175,0,0,0,0,0,411,541,-0.438141
8.97753,9.02096,9.15611,9.23655,4.07551,-0.186806,-0.438617,0.24997,-0.108408,42,0,11.2257,-3.09625,-3.0124,0,409,539,-0.438196
9.06826,9.01862,9.29903,9.23666,4.07529,-0.188947,-0.438593,0.24997,-0.108408,168,0,10.1177,2.71995,2.43687,0,409,540,-0.436782
8.85612,9.01443,9.12839,9.23918,4.07699,-0.194736,-0.450017,0.24997,-0.108408,676,0,0,0,0,0,403,537,-0.442096
8.89272,8.99752,8.98071,9.21198,4.05098,-0.186467,-0.44308,0.24997,-0.108408,1583,0,0,0,0,0,404,539,-0.422964
8.635,8.96767,8.87702,9.18401,4.02262,-0.188854,-0.449672,0.24997,-0.108408,3282,0,9.65972,2.98752,2.72837,0,400,537,-0.40476
8.67876,8.93196,8.90976,9.14786,3.98637,-0.189438,-0.45048,0.24997,-0.108408,5746,0,9.54173,2.9629,2.70418,0,398,538,-0.377972
8.3891,8.86537,8.61266,9.07706,3.91578,-0.187635,-0.450794,0.24997,-0.108408,10782,0,0,0,0,0,397,537,-0.327075
8.58832,8.81916,8.78128,9.0306,3.86913,-0.188699,-0.452645,0.24997,-0.108408,15131,0,9.44472,2.99657,2.73725,0,395,537,-0.293763
8.4847,8.75685,8.5982,8.95984,3.79917,-0.183061,-0.448395,0.24997,-0.108408,19744,0,9.96132,0.379519,0.272174,0,395,538,-0.244152
8.06952,8.664,8.28001,8.86232,3.70179,-0.181559,-0.450465,0.24997,-0.108408,24000,0,9.23711,3.08504,2.8242,0,392,537,-0.179561
8.36217,8.60246,8.55305,8.80201,3.64099,-0.184478,-0.452891,0.24997,-0.108408,24000,0,9.22286,3.07967,2.81892,0,390,537,-0.140178
8.04006,8.49965,8.30928,8.70304,3.54099,-0.191184,-0.460194,0.24997,-0.108408,24000,0,9.18737,3.07074,2.81015,0,386,535,-0.0805436
8.03679,8.41771,8.32885,8.62308,3.46041,-0.195738,-0.457134,0.24997,-0.108408,24000,0,9.15464,3.06187,2.80143,0,387,538,-0.0324925
7.91951,8.32039,7.96137,8.52115,3.35852,-0.194831,-0.457282,0.24997,-0.108408,24000,0,9.5893,-2.69766,-2.52181,0,385,538,0.0179281
7.88829,8.24572,7.88117,8.42156,3.26184,-0.173663,-0.44854,0.24997,-0.108408,24000,0,9.42455,-2.81538,-2.62466,0,383,539,0.0580143
7.89529,8.16737,7.98449,8.32904,3.1711,-0.162442,-0.438203,0.24997,-0.108408,24000,0,9.43982,-2.79737,-2.66745,0,385,542,0.0935744
7.77242,8.10571,7.84656,8.25243,3.09681,-0.149601,-0.426577,0.24997,-0.108408,24000,0,9.03994,3.05034,2.7901,0,387,546,0.11885
7.80851,8.02773,7.80969,8.15527,3.00311,-0.132557,-0.412299,0.24997,-0.108408,24000,0,8.98009,3.04515,2.785,0,390,550,0.145179
7.70141,7.9494,7.75617,8.07106,2.91954,-0.128745,-0.402195,0.24997,-0.108408,24000,0,8.90084,3.07313,2.8125,0,393,555,0.163972
7.62376,7.90482,7.79149,8.02221,2.87128,-0.125551,-0.38772,0.24997,-0.108408,24000,0,0,0,0,0,399,562,0.173384
7.52853,7.82146,7.77704,7.94461,2.79146,-0.134162,-0.379047,0.24997,-0.108408,24000,0,0,0,0,0,404,568,0.183683
7.50616,7.76807,7.71104,7.88479,2.7326,-0.128928,-0.369542,0.24997,-0.108408,24000,0,8.48869,2.98433,2.75258,0,407,572,0.187987
7.47693,7.71208,7.72021,7.82392,2.67233,-0.125365,-0.353544,0.24997,-0.108408,24000,0,8.81332,1.45182,1.36683,0,413,580,0.189802
7.31062,7.65119,7.38666,7.76645,2.61339,-0.131145,-0.338614,0.24997,-0.108408,24000,0,7.99786,1.5456,1.29008,0,420,589,0.188526
7.21488,7.58385,7.31304,7.70964,2.55355,-0.145383,-0.330426,0.24997,-0.108408,24000,0,7.71899,3.15865,2.90287,0,425,596,0.184193
7.19647,7.51397,7.38139,7.64933,2.49071,-0.159138,-0.319704,0.24997,-0.108408,24000,0,7.37918,1.1106,0.907188,0,431,604,0.176207
7.11669,7.4484,7.34048,7.59872,2.43713,-0.179445,-0.312023,0.24997,-0.108408,24000,0,7.26309,1.56928,1.39217,0,437,611,0.166159
7.16241,7.38379,7.29963,7.54771,2.384,-0.19875,-0.303718,0.24997,-0.108408,24000,0,7.00532,3.22792,3.00792,0,442,619,0.153319
7.00926,7.31457,7.1635,7.48845,2.32347,-0.21468,-0.294957,0.24997,-0.108408,24000,0,6.96004,3.18452,2.966,0,447,626,0.136051
6.94977,7.24717,7.15678,7.42498,2.25947,-0.223903,-0.277366,0.24997,-0.108408,24000,0,7.03268,3.05721,2.82366,0,455,636,0.113835
6.89408,7.18373,7.0355,7.35082,2.18576,-0.215338,-0.276395,0.24997,-0.108408,24000,0,6.78013,3.26073,3.04356,0,445,643,0.0908238
6.77847,7.11096,7.01094,7.28081,2.11526,-0.224109,-0.248524,0.24997,-0.108408,21694,0,6.79958,3.21815,3.04973,0,465,650,0.0568515
6.889,7.05217,7.09631,7.21842,2.05286,-0.224126,-0.235236,0.24997,-0.108408,19610,0,0,0,0,0,469,657,0.0272446
6.71323,6.99243,6.93092,7.17285,2.00665,-0.247447,-0.227774,0.24997,-0.108408,18728,0,0,0,0,0,475,663,-0.00141087
6.80574,6.95151,6.82734,7.12428,1.95816,-0.24115,-0.225875,0.24997,-0.108408,18244,0,0,0,0,0,465,672,-0.0245791
6.83185,6.91505,6.85914,7.07205,1.90649,-0.223366,-0.20444,0.24997,-0.108408,15833,0,0,0,0,0,470,681,-0.0527595
6.50774,6.85416,6.81453,7.01946,1.85336,-0.240269,-0.176981,0.24997,-0.108408,8751,0,6.64469,3.15924,3.00157,0,491,688,-0.0932876
