12.6878,12.6878,nan,0,nan,nan,nan,nan,nan,0,1
nan,12.6878,nan,0,nan,nan,nan,nan,nan,0,1
nan,12.6878,24.4837,0,nan,nan,nan,nan,nan,0,1
nan,12.6878,nan,0,nan,nan,nan,nan,nan,0,1
13.0189,12.8534,nan,0,nan,nan,nan,nan,nan,0,1
13.3296,13.0121,23.8644,0,nan,nan,nan,nan,nan,0,1
13.2334,13.0674,24.389,0,nan,nan,nan,nan,nan,0,1
nan,13.0674,24.3737,0,nan,nan,nan,nan,nan,0,1
nan,13.0674,24.2284,0,nan,nan,nan,nan,nan,0,1
nan,13.0674,nan,0,nan,nan,nan,nan,nan,0,1
12.9421,13.0424,23.893,0,nan,nan,nan,nan,nan,0,1
nan,13.0424,24.3083,0,nan,nan,nan,nan,nan,0,1
nan,13.0424,24.2851,0,nan,nan,nan,nan,nan,0,1
9.15757,12.3949,23.7909,0,nan,nan,nan,nan,nan,0,1
nan,12.3949,nan,0,nan,nan,nan,nan,nan,0,1
12.9934,12.4804,nan,0,nan,nan,nan,nan,nan,0,1
13.2406,12.5754,nan,0,nan,nan,nan,nan,nan,0,1
nan,12.5754,nan,0,nan,nan,nan,nan,nan,0,1
nan,12.5754,nan,0,nan,nan,nan,nan,nan,0,1
nan,12.5754,nan,0,nan,nan,nan,nan,nan,0,1
nan,12.5754,24.6414,0,nan,nan,nan,nan,nan,0,1
12.8317,12.6039,nan,0,nan,nan,nan,nan,nan,0,1
12.7376,12.6173,24.0069,0,nan,nan,nan,nan,nan,0,1
12.6999,12.6185,nan,0,nan,nan,nan,nan,nan,0,1
13.0923,12.6258,24.4847,0,nan,nan,nan,nan,nan,0,1
13.1822,12.6111,nan,0,nan,nan,nan,nan,nan,0,1
nan,12.6111,nan,0,nan,nan,nan,nan,nan,0,1
nan,12.6111,23.6411,0,nan,nan,nan,nan,nan,0,1
12.9771,12.5854,nan,0,nan,nan,nan,nan,nan,0,1
13.3769,12.6289,24.2254,0,nan,nan,nan,nan,nan,0,1
13.027,13.0159,23.5583,0,nan,nan,nan,nan,nan,0,1
12.9002,13.0065,24.3158,0,nan,nan,nan,nan,nan,0,1
13.0449,12.987,nan,0,nan,nan,nan,nan,nan,0,1
12.935,12.9973,nan,0,nan,nan,nan,nan,nan,0,1
13.1379,13.0373,23.7635,0,nan,nan,nan,nan,nan,0,1
12.9366,13.061,23.6074,0,nan,nan,nan,nan,nan,0,1
13.3906,13.0908,nan,0,nan,nan,nan,nan,nan,0,1
nan,13.0908,24.0507,0,nan,nan,nan,nan,nan,0,1
nan,13.0908,nan,0,nan,nan,nan,nan,nan,0,1
13.352,13.1078,nan,0,nan,nan,nan,nan,nan,0,1
nan,13.1078,nan,0,nan,nan,nan,nan,nan,0,1
nan,13.1078,nan,0,nan,nan,nan,nan,nan,0,1
nan,13.1078,nan,0,nan,nan,nan,nan,nan,0,1
12.9535,13.1055,nan,0,nan,nan,nan,nan,nan,0,1
8.35656,12.6034,nan,0,nan,nan,nan,nan,nan,0,1
nan,12.6034,nan,0,nan,nan,nan,nan,nan,0,1
8.96626,12.1973,nan,0,nan,nan,nan,nan,nan,0,1
8.17313,11.7246,nan,0,nan,nan,nan,nan,nan,0,1
nan,11.7246,nan,0,nan,nan,nan,nan,nan,0,1
8.06378,11.2265,nan,0,nan,nan,nan,nan,nan,0,1
7.98741,10.7318,nan,0,nan,nan,nan,nan,nan,0,1
nan,10.7318,nan,0,nan,nan,nan,nan,nan,0,1
nan,10.7318,nan,0,nan,nan,nan,nan,nan,0,1
nan,10.7318,nan,0,nan,nan,nan,nan,nan,0,1
nan,10.7318,nan,0,nan,nan,nan,nan,nan,0,1
12.1055,10.6285,9.10391,9.10391,9.80987,0.630768,0.40803,0.2759,-0.0231901,0,0
nan,10.6285,8.41606,8.75999,9.65203,0.806429,0.574161,0.470513,-0.0470629,0,0
nan,10.6285,8.16404,8.56134,9.56249,0.923598,0.681842,0.709672,-0.0832839,0,0
11.7149,10.5064,8.22124,8.47631,9.45653,0.900548,0.648302,0.671163,-0.0776951,0,0
11.8405,10.3514,8.1358,8.40821,9.33993,0.848901,0.585181,0.5801,-0.0641732,0,0
12.1086,10.227,7.79652,8.30626,9.22513,0.836167,0.564146,0.570649,-0.0633308,0,0
11.9592,10.1276,7.74133,8.22556,9.13367,0.825646,0.546393,0.563226,-0.062682,0,0
11.8037,10.4723,7.63329,8.15152,9.29345,1.10704,0.816483,1.69864,-0.292915,0,0
11.3537,10.711,7.6683,8.09783,nan,nan,nan,nan,nan,0,1
11.2288,11.0166,7.51438,8.03949,nan,nan,nan,nan,nan,0,1
nan,11.0166,7.42746,7.87184,nan,nan,nan,nan,nan,0,1
nan,11.0166,7.24011,7.75425,nan,nan,nan,nan,nan,0,1
10.3557,11.2458,7.27899,7.66574,nan,nan,nan,nan,nan,0,1
9.81578,11.4286,7.2064,7.56426,nan,nan,nan,nan,nan,0,1
10.7567,11.2937,7.03641,7.45432,nan,nan,nan,nan,nan,0,1
11.3199,11.2542,6.92356,7.36702,nan,nan,nan,nan,nan,0,1
nan,11.2542,6.64517,7.25741,nan,nan,nan,nan,nan,0,1
nan,11.2542,6.71323,7.1654,nan,nan,nan,nan,nan,0,1
nan,11.2542,6.59202,7.05777,nan,nan,nan,nan,nan,0,1
nan,11.2542,6.41199,6.94753,nan,nan,nan,nan,nan,0,1
10.3386,11.1041,6.16366,6.82115,nan,nan,nan,nan,nan,0,1
10.1211,10.9053,6.19026,6.71617,nan,nan,nan,nan,nan,0,1
10.5385,10.7632,6.10209,6.59848,nan,nan,nan,nan,nan,0,1
10.4419,10.6271,6.14746,6.49259,nan,nan,nan,nan,nan,0,1
9.99346,10.491,5.9468,6.38363,nan,nan,nan,nan,nan,0,1
10.1339,10.3815,5.96248,6.28752,nan,nan,nan,nan,nan,0,1
10.152,10.3612,5.91304,6.2143,nan,nan,nan,nan,nan,0,1
10.2829,10.4079,6.13288,6.15627,nan,nan,nan,nan,nan,0,1
10.0574,10.338,5.90202,6.08727,nan,nan,nan,nan,nan,0,1
11.9074,10.3967,5.84505,6.03057,nan,nan,nan,nan,nan,0,1
11.8831,10.5512,5.8448,5.99869,nan,nan,nan,nan,nan,0,1
9.57045,10.4961,5.73201,5.95286,nan,nan,nan,nan,nan,0,1
15.5584,10.9981,5.63223,5.90588,nan,nan,nan,nan,nan,0,1
5.76094,10.53,5.62566,5.8537,nan,nan,nan,nan,nan,0,1
nan,10.53,5.59248,5.81827,nan,nan,nan,nan,nan,0,1
nan,10.53,nan,5.81827,nan,nan,nan,nan,nan,0,1
nan,10.53,nan,5.81827,nan,nan,nan,nan,nan,0,1
10.2433,10.555,nan,5.81827,nan,nan,nan,nan,nan,0,1
9.62926,10.5045,5.33602,5.75562,nan,nan,nan,nan,nan,0,1
16.099,11.0992,nan,5.75562,nan,nan,nan,nan,nan,0,1
nan,11.0992,5.25531,5.68985,nan,nan,nan,nan,nan,0,1
7.42455,10.8134,5.20788,5.59735,nan,nan,nan,nan,nan,0,1
nan,10.8134,5.12488,5.51963,nan,nan,nan,nan,nan,0,1
nan,10.8134,nan,5.51963,nan,nan,nan,nan,nan,0,1
nan,10.8134,nan,5.51963,nan,nan,nan,nan,nan,0,1
nan,10.8134,nan,5.51963,nan,nan,nan,nan,nan,0,1
nan,10.8134,nan,5.51963,nan,nan,nan,nan,nan,0,1
17.734,11.581,nan,5.51963,nan,nan,nan,nan,nan,0,1
14.3525,11.8256,4.9426,5.42939,nan,nan,nan,nan,nan,0,1
16.5705,12.2943,nan,5.42939,nan,nan,nan,nan,nan,0,1
nan,12.2943,nan,5.42939,nan,nan,nan,nan,nan,0,1
17.8497,13.1222,nan,5.42939,nan,nan,nan,nan,nan,0,1
17.0442,13.2708,nan,5.42939,nan,nan,nan,nan,nan,0,1
16.8824,14.3829,4.88204,5.33311,nan,nan,nan,nan,nan,0,1
16.02,14.9606,nan,5.33311,nan,nan,nan,nan,nan,0,1
nan,14.9606,nan,5.33311,nan,nan,nan,nan,nan,0,1
4.63221,14.4609,4.87492,5.2474,nan,nan,nan,nan,nan,0,1
16.682,14.5192,nan,5.2474,nan,nan,nan,nan,nan,0,1
