9.11074,9.18603,9.48478,9.55709,9.28281,0.144583,0.0777382,0.0673099,-0.00480481,4013
9.20775,9.18652,9.50059,9.5442,9.27642,0.139339,0.0736054,0.0673099,-0.00480481,4311
9.10837,9.18935,9.49835,9.55472,9.28323,0.142353,0.0777302,0.0673099,-0.00480481,3989
9.03143,9.1727,9.46338,9.54401,9.26948,0.144684,0.0800609,0.0673099,-0.00480481,3939
8.99974,9.15531,9.30283,9.52472,9.25094,0.143947,0.0793245,0.0673099,-0.00480481,4118
8.86455,9.12705,9.01337,9.48584,9.21695,0.13979,0.0785011,0.0673099,-0.00480481,4379
8.76783,9.08119,9.07051,9.42097,9.16086,0.132357,0.0699565,0.0673099,-0.00480481,5330
8.73539,9.02363,8.93313,9.34604,9.0938,0.125572,0.0653949,0.0673099,-0.00480481,6070
8.5439,8.95957,8.77579,9.26511,9.02043,0.118993,0.0588162,0.0673099,-0.00480481,6997
8.34239,8.87121,8.71537,9.17581,8.93067,0.11865,0.0595841,0.0673099,-0.00480481,7533
8.21593,8.78173,8.44662,9.07199,8.83289,0.113068,0.0551145,0.0673099,-0.00480481,8451
8.08625,8.66958,8.32091,8.95403,8.71654,0.110824,0.0528709,0.0673099,-0.00480481,9325
8.01477,8.56022,8.18619,8.82281,8.59475,0.102311,0.0465821,0.0673099,-0.00480481,10467
7.67686,8.42476,7.95395,8.67187,8.44979,0.0962973,0.0416804,0.0673099,-0.00480481,11627
7.57581,8.28237,7.90896,8.53248,8.30725,0.0975104,0.0428935,0.0673099,-0.00480481,12321
7.54723,8.15064,7.69345,8.40049,8.17377,0.0974479,0.0439435,0.0673099,-0.00480481,12935
7.48199,8.02205,7.61027,8.25446,8.0346,0.0906661,0.0371617,0.0673099,-0.00480481,14084
7.49598,7.89811,7.52723,8.11387,7.90048,0.0841914,0.030687,0.0673099,-0.00480481,15155
7.4122,7.78494,7.46298,7.98259,7.77647,0.0771436,0.0247518,0.0673099,-0.00480481,16109
7.41804,7.69251,7.38919,7.84997,7.66214,0.0614643,0.00907245,0.0673099,-0.00480481,17682
7.17158,7.58807,7.33982,7.73929,7.553,0.0590483,0.00776918,0.0673099,-0.00480481,18201
nan,7.58807,7.26772,7.63397,7.49921,0.0179209,-0.0322453,0.0673099,-0.00480481,21229
nan,7.58807,7.1786,7.53322,7.44809,0.0214209,-0.0287453,0.0673099,-0.00480481,21170
6.98906,7.47835,7.14712,7.45253,7.3514,0.010084,-0.0400822,0.0673099,-0.00480481,22313
7.0421,7.38109,6.99781,7.36142,7.25572,0.00767394,-0.0413793,0.0673099,-0.00480481,22724
nan,7.38109,6.83853,7.27593,7.21247,0.04111,-0.00683009,0.0673099,-0.00480481,20412
6.68424,7.28183,6.77532,7.19243,7.11955,0.0349592,-0.0107543,0.0673099,-0.00480481,20971
nan,7.28183,6.60623,7.10033,7.07318,0.0710301,-0.034571,0.0673099,-0.00480481,22845
6.21916,7.14616,6.43891,6.99792,6.95193,0.0580325,0.0156597,0.0673099,-0.00480481,19551
6.07367,6.9988,6.3141,6.89041,6.82206,0.0424513,0.00119236,0.0673099,-0.00480481,20900
5.94033,6.84464,6.10263,6.76669,6.68046,0.0305451,-0.00514347,0.0673099,-0.00480481,21657
nan,6.84464,6.0111,6.64103,6.61711,0.0798817,0.0441932,0.0673099,-0.00480481,18243
5.68827,6.66387,5.7241,6.49558,6.45057,0.0660682,0.0337231,0.0673099,-0.00480481,19277
5.34229,6.45688,5.40045,6.32091,6.25561,0.0534313,0.0244302,0.0673099,-0.00480481,20205
5.21145,6.23622,5.23479,6.14461,6.05255,0.0360406,0.0103842,0.0673099,-0.00480481,21407
nan,6.23622,5.20783,5.98154,5.97031,0.100394,0.0747373,0.0673099,-0.00480481,16785
4.8589,6.00495,4.90045,5.79406,5.75545,0.0832377,0.0620418,0.0673099,-0.00480481,17777
4.63691,5.76973,4.71496,5.60493,5.53738,0.06515,0.0461847,0.0673099,-0.00480481,18907
4.39583,5.50511,4.60214,5.42125,5.30642,0.03321,0.0175909,0.0673099,-0.00480481,20853
4.34914,5.2716,4.59034,5.24888,5.09708,0.00902338,-0.00659571,0.0673099,-0.00480481,22384
4.16662,5.06634,4.54611,5.09322,4.91064,0.0106922,-0.00269589,0.0673099,-0.00480481,21835
4.03163,4.86214,nan,5.09322,4.80631,0.0921782,0.0821369,0.0673099,-0.00480481,15451
3.96603,4.66471,4.4987,4.94198,4.62616,0.110956,0.103146,0.0673099,-0.00480481,13519
nan,4.66471,4.153,4.78487,4.54283,0.0480885,-0.0398278,0.0673099,-0.00480481,23741
3.79803,4.47569,3.89351,4.63418,4.3662,0.0636383,0.0580596,0.0673099,-0.00480481,16214
3.71841,4.3133,3.81157,4.49186,4.20722,0.0719289,0.067466,0.0673099,-0.00480481,15055
3.65483,4.15764,3.7608,4.34716,4.04992,0.076612,0.072149,0.0673099,-0.00480481,14196
3.57709,4.02945,3.68147,4.22526,3.9185,0.0794067,0.0760595,0.0673099,-0.00480481,13441
nan,4.02945,3.67263,4.12103,3.8626,0.0371677,0.0349363,0.0673099,-0.00480481,16256
3.46656,3.91242,3.65036,4.02585,3.75063,0.0461834,0.0450677,0.0673099,-0.00480481,15077
3.43185,3.81602,3.53923,3.92074,3.64378,0.0427703,0.0416546,0.0673099,-0.00480481,14883
3.40274,3.72138,3.53672,3.8198,3.53974,0.0403311,0.0392153,0.0673099,-0.00480481,14607
3.35714,3.64043,3.52752,3.72268,3.44464,0.0338167,0.0338167,0.0673099,-0.00480481,14567
3.32608,3.56988,3.47499,3.65488,3.37062,0.0350443,0.03616,0.0673099,-0.00480481,14045
3.32208,3.50548,3.44882,3.61041,3.31236,0.0433629,0.0433629,0.0673099,-0.00480481,13234
3.30976,3.45666,3.45448,3.5747,3.26703,0.0488745,0.0511059,0.0673099,-0.00480481,12443
3.26762,3.41158,3.46266,3.54489,3.22685,0.0552961,0.0575276,0.0673099,-0.00480481,11768
3.23421,3.36952,3.4245,3.51919,3.19048,0.0621877,0.0633035,0.0673099,-0.00480481,11155
3.21133,3.33294,3.37396,3.48932,3.15467,0.0650813,0.0673128,0.0673099,-0.00480481,10674
3.22541,3.30883,3.36747,3.46103,3.12627,0.0634261,0.0667733,0.0673099,-0.00480481,10565
nan,3.30883,3.36121,3.44323,3.11642,0.05603,-0.331663,0.0673099,-0.00480481,38261
3.13088,3.27873,3.29602,3.41916,3.08713,0.0586266,0.0630895,0.0673099,-0.00480481,10626
nan,3.27873,3.26836,3.39324,3.0728,0.0478338,0.0177179,0.0673099,-0.00480481,13839
nan,3.27873,3.2472,3.37047,3.06024,0.038341,-0.337824,0.0673099,-0.00480481,38391
nan,3.27873,3.16375,3.34196,3.04456,0.0264447,-0.342946,0.0673099,-0.00480481,38649
3.03621,3.24207,3.14651,3.31116,3.00789,0.0289499,0.0378756,0.0673099,-0.00480481,12037
3.02836,3.2092,3.09725,3.27462,2.97002,0.0274686,0.03751,0.0673099,-0.00480481,11852
nan,3.2092,3.03161,3.23533,2.94842,0.0109783,-0.343776,0.0673099,-0.00480481,38210
nan,3.2092,2.62932,3.16087,2.90775,0.0203623,-0.642697,0.0673099,-0.00480481,55515
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.637129,0.0673099,-0.00480481,55229
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.628686,0.0673099,-0.00480481,54792
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.630101,0.0673099,-0.00480481,54865
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.80401,0.0673099,-0.00480481,62993
30.7054,3.2092,nan,3.16087,2.90775,0.0203623,-0.806575,0.0673099,-0.00480481,63098
49.2746,3.2092,nan,3.16087,2.90775,0.0203623,-0.813178,0.0673099,-0.00480481,63367
146.679,3.2092,nan,3.16087,2.90775,0.0203623,-0.813178,0.0673099,-0.00480481,63367
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.828056,0.0673099,-0.00480481,63964
61.8729,3.2092,nan,3.16087,2.90775,0.0203623,-0.827568,0.0673099,-0.00480481,63945
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.834832,0.0673099,-0.00480481,64230
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.834832,0.0673099,-0.00480481,64230
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.838657,0.0673099,-0.00480481,64380
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.83627,0.0673099,-0.00480481,64287
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.832907,0.0673099,-0.00480481,64155
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.835312,0.0673099,-0.00480481,64249
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.839608,0.0673099,-0.00480481,64416
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.841976,0.0673099,-0.00480481,64508
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.84527,0.0673099,-0.00480481,64635
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.848073,0.0673099,-0.00480481,64742
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.850858,0.0673099,-0.00480481,64848
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.854542,0.0673099,-0.00480481,64988
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.85774,0.0673099,-0.00480481,65108
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.860009,0.0673099,-0.00480481,65193
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.862715,0.0673099,-0.00480481,65294
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.866296,0.0673099,-0.00480481,65427
nan,3.2092,nan,3.16087,2.90775,0.0203623,-0.868961,0.0673099,-0.00480481,65525
nan,3.2092,2.09349,3.03347,2.83909,0.0743755,-0.816715,0.0673099,-0.00480481,63240
nan,3.2092,2.05186,2.90254,2.76981,0.130498,-0.762352,0.0673099,-0.00480481,60592
nan,3.2092,2.03076,2.77601,2.70418,0.185442,-0.708285,0.0673099,-0.00480481,57698
nan,3.2092,2.03797,2.65297,2.6417,0.239655,-0.654947,3.04943,-1.1512,57698
nan,3.2092,2.02782,2.53103,2.58119,0.294257,-0.600345,4.12118,-1.61866,57698
nan,3.2092,2.04779,2.41944,2.52712,0.345083,-0.549955,5.79088,-2.37149,57698
nan,3.2092,2.0379,2.30858,2.47472,0.396474,-0.498565,8.91862,-3.82662,57698
nan,3.2092,2.04386,2.20324,2.42623,0.446218,-0.448821,15.5027,-6.9833,57698
nan,3.2092,2.04769,2.10485,2.38215,0.493557,-0.401482,32.9488,-15.5837,57698
nan,3.2092,2.04548,2.04646,2.35658,0.522076,-0.372963,64.3145,-31.3479,57698
nan,3.2092,2.07529,2.04464,2.35579,0.52297,-0.372068,65.9671,-32.1839,57698
nan,3.2092,2.05055,2.04451,2.35573,0.523035,-0.372004,66.0888,-32.2455,57698
nan,3.2092,2.034,2.04483,2.35588,0.522875,-0.372164,65.7883,-32.0934,57698
nan,3.2092,2.05378,2.04642,2.35656,0.522098,-0.373377,64.1664,-31.276,57698
nan,3.2092,nan,2.04642,2.35656,0.522098,-0.373377,64.1664,-31.276,57698
nan,3.2092,2.06227,2.04986,2.35806,0.520406,-0.375069,61.2182,-29.7856,57698
nan,3.2092,2.03724,2.04881,2.3576,0.520924,-0.374115,62.2778,-30.3181,57698
nan,3.2092,2.05822,2.05084,2.35848,0.519927,-0.375112,60.5926,-29.4666,57698
nan,3.2092,2.0608,2.05253,2.35922,0.519095,-0.37638,59.0741,-28.7025,57698
nan,3.2092,2.06129,2.05389,2.35981,0.518428,-0.377047,58.0269,-28.1738,57698
nan,3.2092,2.06874,2.05622,2.36082,0.517287,-0.378188,56.3006,-27.3026,57698
nan,3.2092,2.06888,2.05558,2.36054,0.517601,-0.377874,56.7681,-27.5384,57698
nan,3.2092,2.06797,2.05732,2.3613,0.516747,-0.378728,55.5112,-26.9044,57698
nan,3.2092,2.06392,2.06031,2.36261,0.515281,-0.380194,53.4506,-25.8655,57698
nan,3.2092,2.06368,2.0613,2.36304,0.514796,-0.380679,52.7943,-25.5348,57698
nan,3.2092,2.07817,2.06289,2.36373,0.514017,-0.381458,51.7663,-25.0169,57698
nan,3.2092,2.0552,2.06469,2.36452,0.513138,-0.382337,50.6428,-24.4512,57698
nan,3.2092,2.06685,2.06555,2.36489,0.512715,-0.382324,50.245,-24.2487,57698
nan,3.2092,2.08174,2.06764,2.36581,0.51169,-0.383349,48.9966,-23.6206,57698
nan,3.2092,2.08304,2.06982,2.36676,0.510626,-0.384413,47.7501,-22.9938,57698
nan,3.2092,2.06724,2.06967,2.36669,0.510699,-0.383902,47.9549,-23.0945,57698
nan,3.2092,2.06787,2.06957,2.36665,0.510749,-0.383853,48.0123,-23.1234,57698
nan,3.2092,2.06958,2.06973,2.36672,0.51067,-0.383931,47.9214,-23.0777,57698
nan,3.2092,2.07241,2.07058,2.36709,0.510256,-0.384783,47.3274,-22.7813,57698
nan,3.2092,2.06184,2.07039,2.36701,0.510346,-0.384256,47.5488,-22.8904,57698
nan,3.2092,2.07189,2.06977,2.36674,0.510653,-0.383949,47.901,-23.0675,57698
nan,3.2092,2.06939,2.07118,2.36736,0.509959,-0.384643,47.1102,-22.67,57698
nan,3.2092,2.0723,2.07173,2.36759,0.509692,-0.38491,46.8117,-22.52,57698
nan,3.2092,2.06395,2.06995,2.36682,0.510562,-0.38404,47.7966,-23.015,57698
nan,3.2092,2.09727,2.07137,2.36744,0.509866,-0.384736,47.0065,-22.6179,57698
