8.88151,8.88151,9.23742,9.23742,8.96748,0.138739,0.0652331,0.0499224,-0.00385077,11774,1,0,0,0,0
9.42532,9.15342,9.21887,9.22815,9.09845,0.0290342,-0.0522355,0.0499224,-0.00385077,24000,1,0,0,0,0
nan,9.15342,9.26838,9.24156,9.10526,0.034251,-0.0503429,0.0499224,-0.00385077,24000,1,0,0,0,0
9.47129,9.25937,9.34883,9.26838,9.17221,0.0034699,-0.0766913,0.0499224,-0.00385077,24000,1,0,0,0,0
9.22397,9.25052,9.27458,9.26962,9.16837,0.00742121,-0.0760648,0.0499224,-0.00385077,24000,1,0,0,0,0
9.54025,9.30847,9.34983,9.28299,9.20439,0.00989302,-0.0702682,0.0499224,-0.00385077,24000,1,0,0,0,0
9.66527,9.36794,9.34503,9.29185,9.23896,0.0295531,-0.0528248,0.0499224,-0.00385077,24000,1,0,0,0,0
9.65662,9.40918,9.30031,9.29291,9.26042,0.0451731,-0.0394208,0.0499224,-0.00385077,24000,1,0,0,0,0
9.62414,9.43605,9.27073,9.29044,9.27284,0.0565787,-0.0269073,0.0499224,-0.00385077,24000,1,0,0,0,0
9.66506,9.46149,9.28603,9.29,9.28558,0.066648,-0.0146217,0.0499224,-0.00385077,24000,1,0,0,0,0
9.71619,9.48696,9.32094,9.29835,9.30274,0.0733074,-0.0101787,0.0499224,-0.00385077,24000,1,0,0,0,0
9.80769,9.57958,9.37313,9.31378,9.35775,0.103387,0.019901,0.0499224,-0.00385077,17548,1,0,0,0,0
9.75636,9.61268,9.42275,9.32922,9.38238,0.110279,0.0290097,0.0499224,-0.00385077,14108,1,0,0,0,0
9.0632,9.57188,9.39322,9.33365,9.3637,0.0926271,0.0180113,0.0499224,-0.00385077,17596,1,0,0,0,0
9.80617,9.6301,9.3361,9.33981,9.39656,0.11294,0.0305622,0.0499224,-0.00385077,13336,1,0,0,0,0
9.81593,9.65766,9.31816,9.33664,9.40913,0.124951,0.0425727,0.0499224,-0.00385077,9491,1,0,0,0,0
9.78783,9.66992,9.49164,9.3513,9.42269,0.124007,0.0416288,0.0499224,-0.00385077,9778,1,0,0,0,0
9.82535,9.68679,9.42091,9.36336,9.43733,0.125885,0.0435075,0.0499224,-0.00385077,9058,1,0,0,0,0
9.91013,9.71539,9.4476,9.38105,9.46079,0.13015,0.0477718,0.0499224,-0.00385077,7634,1,0,0,0,0
nan,9.71539,9.36034,9.38848,9.46447,0.127241,0.0448628,0.0499224,-0.00385077,8109,1,0,0,0,0
9.90096,9.73898,9.44519,9.4009,9.48274,0.131605,0.0492275,0.0499224,-0.00385077,6623,1,0,0,0,0
nan,9.73898,9.33676,9.39727,9.48094,0.13303,0.0506519,0.0499224,-0.00385077,6332,1,0,0,0,0
9.78362,9.74573,9.4756,9.40255,9.48702,0.133599,0.0534382,0.0499224,-0.00385077,5541,1,0,0,0,0
9.98673,9.76363,9.37621,9.40085,9.49538,0.141276,0.0577899,0.0499224,-0.00385077,4153,1,0,0,0,0
10.0675,9.79474,9.46903,9.41414,9.51796,0.148257,0.0647713,0.0499224,-0.00385077,2286,1,0,0,0,0
10.0787,9.89629,9.57953,9.44028,9.5832,0.177882,0.0943959,0.0499224,-0.00385077,-5821,1,0,0,0,0
10.0632,9.92199,9.59036,9.45015,9.60134,0.184115,0.100629,0.0499224,-0.00385077,-7814,1,0,0,0,0
10.1003,9.95042,9.57848,9.46591,9.62378,0.189111,0.105625,0.0499224,-0.00385077,-10018,1,0,0,0,0
10.0898,9.98063,9.4965,9.4708,9.64181,0.199106,0.11562,0.0499224,-0.00385077,-13386,1,0,0,0,0
nan,9.98063,9.4082,9.47559,9.64416,0.197212,0.113726,0.0499224,-0.00385077,-14388,1,0,0,0,0
10.1476,10.0129,9.53479,9.48455,9.66524,0.206412,0.122926,0.0499224,-0.00385077,-22659,1,0,0,0,0
9.17057,9.9389,9.37515,9.48839,9.62889,0.175701,0.102195,0.0499224,-0.00385077,-16738,1,0,0,0,0
9.90816,9.93962,9.41437,9.48226,9.62625,0.178398,0.0971279,0.0499224,-0.00385077,-15514,1,0,0,0,0
10.1557,9.97683,9.57956,9.5026,9.65548,0.185041,0.101555,0.0499224,-0.00385077,-18877,1,0,0,0,0
nan,9.97683,9.62808,9.5185,9.66331,0.178768,0.095282,0.0499224,-0.00385077,-18022,1,0,0,0,0
nan,9.97683,9.60443,9.52099,9.66453,0.177786,0.0943002,0.0499224,-0.00385077,-15289,1,0,0,0,0
nan,9.97683,9.47243,9.5092,9.65873,0.182436,0.0978425,0.0499224,-0.00385077,-17176,1,0,0,0,0
9.63721,9.94188,9.39462,9.49081,9.63163,0.175917,0.0913235,0.0499224,-0.00385077,-14587,1,0,0,0,0
10.0921,9.94434,9.62581,9.50375,9.63927,0.171793,0.0905236,0.0499224,-0.00385077,-12620,1,0,0,0,0
nan,9.94434,9.74894,9.53782,9.65608,0.158392,0.0737978,0.0499224,-0.00385077,-7754,1,0,0,0,0
nan,9.94434,9.59128,9.54347,9.65887,0.156173,0.0715788,0.0499224,-0.00385077,-7437,1,0,0,0,0
nan,9.94434,nan,9.54347,9.65887,0.156173,0.0715788,0.0499224,-0.00385077,-6610,1,0,0,0,0
nan,9.94434,9.72077,9.57803,9.67596,0.142612,0.0580177,0.0499224,-0.00385077,-2668,1,0,0,0,0
nan,9.94434,9.55296,9.59189,9.68283,0.137181,0.0525872,0.0499224,-0.00385077,-1840,1,0,0,0,0
nan,9.94434,9.45062,9.57899,9.67644,0.142234,0.0576401,0.0499224,-0.00385077,-2921,1,0,0,0,0
9.98881,9.93535,9.54725,9.57091,9.66782,0.141882,0.0617205,0.0499224,-0.00385077,-3767,1,0,0,0,0
nan,9.93535,9.50812,9.56128,9.66306,0.145658,0.0610643,0.0499224,-0.00385077,-3539,1,0,0,0,0
9.44077,9.87311,9.39717,9.55376,9.62737,0.124247,0.041869,0.0499224,-0.00385077,3388,1,0,0,0,0
9.94607,9.85769,9.55517,9.56981,9.62744,0.11195,0.0306799,0.0499224,-0.00385077,6705,1,0,0,0,0
9.91365,9.84007,9.45941,9.55317,9.61015,0.111572,0.0291937,0.0499224,-0.00385077,7967,1,0,0,0,0
9.77511,9.80282,9.35174,9.51345,9.57134,0.112544,0.0301659,0.0499224,-0.00385077,8968,1,0,0,0,0
9.07674,9.79344,9.41383,9.49571,9.55772,0.115813,0.0434162,0.0499224,-0.00385077,4608,1,0,0,0,0
9.21968,9.72459,9.26206,9.44983,9.49966,0.106853,0.0278004,0.0499224,-0.00385077,11352,1,0,0,0,0
9.16332,9.62535,8.95836,9.39037,9.4193,0.0913521,0.0100824,0.0499224,-0.00385077,18554,1,0,0,0,0
9.06863,9.56849,9.03937,9.34925,9.36975,0.0852284,0.00395873,0.0499224,-0.00385077,21601,1,0,0,0,0
8.99191,9.45847,8.98666,9.29319,9.28563,0.0642316,-0.0159296,0.0499224,-0.00385077,24000,1,0,0,0,0
8.89262,9.34885,9.09493,9.25187,9.20918,0.0376775,-0.0424837,0.0499224,-0.00385077,24000,1,0,0,0,0
8.76414,9.28119,8.83381,9.19553,9.14654,0.03328,-0.0446636,0.0499224,-0.00385077,24000,1,0,0,0,0
8.64525,9.15111,8.93544,9.13356,9.04944,0.00681849,-0.0711251,0.0499224,-0.00385077,24000,1,0,0,0,0
8.51899,9.01164,8.76545,9.06417,8.94396,0.020412,-0.0553132,0.0499224,-0.00385077,24000,1,0,0,0,0
8.41774,8.8759,8.86276,9.01527,8.8509,0.0542025,-0.0215228,0.0499224,-0.00385077,24000,1,0,0,0,0
8.46907,8.81514,8.65225,8.93911,8.78164,0.0482186,-0.029725,0.0499224,-0.00385077,24000,1,0,0,0,0
nan,8.81514,8.58678,8.87158,8.74733,0.0219487,-0.0571038,0.0499224,-0.00385077,24000,1,0,0,0,0
nan,8.81514,8.39246,8.81499,8.71868,0.000345306,-0.0764892,0.0499224,-0.00385077,24000,1,0,0,0,0
8.1431,8.70748,8.28371,8.73943,8.62606,0.0124297,-0.0610765,0.0499224,-0.00385077,24000,1,0,0,0,0
8.12778,8.60392,8.43529,8.68429,8.54589,0.0312684,-0.041128,0.0499224,-0.00385077,24000,1,0,0,0,0
8.16685,8.51375,8.33068,8.60786,8.46165,0.0366313,-0.0335449,0.0499224,-0.00385077,24000,1,0,0,0,0
8.00651,8.41521,8.02389,8.52687,8.37088,0.0434756,-0.0267007,0.0499224,-0.00385077,24000,1,0,0,0,0
7.82987,8.30893,8.15311,8.44864,8.27762,0.0544167,-0.0146492,0.0499224,-0.00385077,24000,1,0,0,0,0
7.97626,8.23014,8.02472,8.37457,8.20026,0.0562701,-0.0105746,0.0499224,-0.00385077,24000,1,0,0,0,0
nan,8.23014,7.84984,8.27327,8.14869,0.0168017,-0.0511537,0.0499224,-0.00385077,24000,1,0,0,0,0
8.02178,8.1678,7.6746,8.17551,8.06758,0.00299008,-0.0605216,0.0499224,-0.00385077,24000,1,0,0,0,0
nan,8.1678,7.68102,8.08493,8.02181,0.0322908,-0.0312209,0.0499224,-0.00385077,24000,1,0,0,0,0
nan,8.1678,7.60701,8.00639,7.98233,0.062938,0.000537697,0.0499224,-0.00385077,24000,1,0,0,0,0
nan,8.1678,7.5884,7.93686,7.94753,0.0901161,0.0299389,0.0499224,-0.00385077,24000,1,0,0,0,0
nan,8.1678,7.5683,7.85016,7.90436,0.124104,0.067262,0.0499224,-0.00385077,24000,1,0,0,0,0
7.61394,8.07729,7.39923,7.75701,7.81133,0.12518,0.0661149,0.0499224,-0.00385077,24000,1,0,0,0,0
7.66649,8.00217,7.45633,7.70026,7.74431,0.117996,0.0611547,0.0499224,-0.00385077,24000,1,0,0,0,0
nan,8.00217,7.32076,7.61702,7.70304,0.150752,0.0916869,0.0499224,-0.00385077,24000,1,0,0,0,0
nan,8.00217,7.0645,7.521,7.65572,0.188742,0.126342,0.0499224,-0.00385077,18018,1,0,0,0,0
nan,8.00217,7.00417,7.43643,7.6143,0.22242,0.161131,0.0499224,-0.00385077,6450,1,0,0,0,0
14.9566,8.65092,7.16561,7.38553,7.93739,0.513975,0.395153,0.0499224,-0.00385077,-24000,1,0,0,0,0
18.362,9.67281,6.95955,7.31339,8.47552,1.14173,1.0229,1.8123,-0.33817,-24000,0,0,0,0,0
7.01069,9.5611,6.86145,7.23883,8.3796,1.10922,1.05238,1.40006,-0.230807,-24000,0,0,0,0,0
6.72781,9.4172,6.59181,7.13917,8.25443,1.0731,1.01737,1.20881,-0.188229,-24000,0,0,0,0,0
6.42238,9.25878,6.47064,7.02941,8.11657,1.03597,0.981358,1.05313,-0.155936,-24000,0,0,0,0,0
6.3667,9.11246,6.46668,6.93615,7.99272,0.997932,0.943315,0.92326,-0.130508,-24000,0,0,0,0,0
6.2233,8.93717,6.52766,6.84328,7.8525,0.942805,0.889301,0.76852,-0.10187,-24000,0,0,0,0,0
6.32211,8.7672,6.56321,6.76753,7.7228,0.884413,0.829796,0.643501,-0.0805244,-24000,0,0,0,0,0
6.16653,8.62246,6.45407,6.70648,7.61393,0.835759,0.783367,0.55785,-0.0668256,-24000,0,0,0,0,0
6.08567,8.46438,6.36047,6.64212,7.49611,0.784134,0.73508,0.482703,-0.0555387,-24000,0,0,0,0,0
6.03274,7.57199,6.17033,6.54259,6.95559,0.413388,0.364335,0.184346,-0.0181293,-24000,0,0,0,0,0
5.76125,6.31192,6.12957,6.45959,6.25246,0.0580407,0.00453626,0.0415895,-0.00517155,12316,1,0,0,0,0
5.74261,6.18511,6.15494,6.38894,6.152,0.0802023,0.0300361,0.0415895,-0.00517155,6226,1,0,0,0,0
5.78723,6.09105,6.14063,6.34382,6.08132,0.0995589,0.0505057,0.0415895,-0.00517155,1066,1,0,0,0,0
5.81658,6.03047,6.02382,6.29914,6.02768,0.105882,0.0579414,0.0415895,-0.00517155,286,1,0,0,0,0
5.60803,5.95461,5.89427,6.2419,5.95981,0.113306,0.0653654,0.0415895,-0.00517155,-426,1,0,0,0,0
