11.8386,11.6225,11.5967,11.2712,6.45645,0.241841,0.100679,0.196835,-0.0288297,0,0,11.8173,0.0455948,-0.138163,0,565,683,0,0,0.136367,11.3742
11.3136,11.6116,10.9272,11.2643,6.44568,0.239274,0.100245,0.196835,-0.0288297,1988,0,11.8516,0.0731662,-0.215614,0,565,684,0.102938,0,0.134819,11.3652
11.7886,11.6162,11.8385,11.3088,6.45258,0.211595,0.0802341,0.196835,-0.0288297,4162,0,11.8729,0.0900644,-0.146542,0,563,682,0.0880622,0,0.119265,11.3896
11.8257,11.6538,11.5093,11.3353,6.48941,0.21871,0.0867842,0.196835,-0.0288297,-3572,0,11.9091,0.118519,-0.118402,0,564,683,0.0784515,0,0.123587,11.4219
11.5094,11.646,11.0922,11.3188,6.48099,0.224859,0.0879616,0.196835,-0.0288297,-1318,0,11.9358,0.139148,-0.150361,0,563,682,0.0843891,0,0.126993,11.4097
11.7173,11.6984,11.1031,11.3263,6.53217,0.255017,0.107737,0.196835,-0.0288297,-10022,0,0,0,0,0,565,682,0.0819378,0,0.14454,11.4402
11.5558,11.6935,11.2444,11.3209,6.52722,0.255364,0.107886,0.196835,-0.0288297,-3004,0,12.0867,0.113466,-0.123399,0,565,682,0.0838183,0,0.144689,11.435
12.3395,11.7496,11.5584,11.3419,6.58424,0.278601,0.12167,0.196835,-0.0288297,-5698,0,12.1147,0.09845,-0.0858886,0,565,682,0.0774595,0,0.158472,11.4741
12.0979,11.7826,11.5841,11.3689,6.61749,0.282075,0.121771,0.196835,-0.0288297,-6991,0,12.0329,0.0392383,-0.24917,0,564,681,0.0682767,0,0.160802,11.5044
11.9666,11.7953,11.5886,11.4042,6.62928,0.266331,0.115128,0.196835,-0.0288297,-7827,0,11.9465,-2.4423e-05,-0.235644,0,565,682,0.0544275,0,0.151931,11.5284
12.4248,11.8539,11.9605,11.4406,6.68869,0.280479,0.120486,0.196835,-0.0288297,-10785,0,0,0,0,0,564,680,0.0421797,0,0.160631,11.5763
12.6035,11.9829,11.8404,11.5319,6.82025,0.303665,0.13079,0.196835,-0.0288297,-16748,0,0,0,0,0,562,678,0.0103247,0,0.17539,11.6875
12.4377,12.0478,12.0639,11.5545,6.89026,0.331005,0.148564,0.196835,-0.0288297,-19799,0,0,0,0,0,563,678,0.0052618,0,0.19205,11.7319
12.1144,12.0767,11.6755,11.5711,6.92096,0.338655,0.153383,0.196835,-0.0288297,-21165,0,0,0,0,0,563,678,0.000125885,0,0.19687,11.7549
12.2402,12.1498,11.2939,11.5913,7.00432,0.372614,0.180965,0.196835,-0.0288297,-24000,0,0,0,0,0,565,682,-0.00183728,0,0.217768,11.8024
