9.4474,9.56989,9.86792,10.1177,5.91412,-0.358299,-0.25313,-0.291875,0.0473719,0,0,11.4889,-0.150289,-0.306437,0,562,683,0,0,-0.214099,9.76142
9.71204,9.58158,10.2753,10.1214,5.91731,-0.352956,-0.249972,-0.291875,0.0473719,-24000,0,11.6013,0.0830856,-0.179226,0,562,683,-0.260594,0,-0.210941,9.76908
9.5441,9.56039,10.1686,10.1204,5.91782,-0.366314,-0.259105,-0.291875,0.0473719,-24000,0,11.5448,-0.11683,-0.351167,0,562,682,-0.274236,0,-0.21896,9.75818
9.64379,9.57027,10.1896,10.1293,5.92662,-0.365449,-0.256491,-0.291875,0.0473719,-24000,0,11.5639,-0.121817,-0.30374,0,563,683,-0.274489,0,-0.218574,9.76764
9.47502,9.5518,10.0421,10.123,5.92135,-0.373594,-0.263527,-0.291875,0.0473719,-24000,0,0,0,0,0,562,682,-0.284798,0,-0.223382,9.75529
9.68408,9.58159,10.1277,10.1307,5.92723,-0.35886,-0.253659,-0.291875,0.0473719,-24000,0,11.5377,-0.0422215,-0.277379,0,563,682,-0.271181,0,-0.214628,9.77391
9.6258,9.58175,10.2403,10.1405,5.9377,-0.364937,-0.257463,-0.291875,0.0473719,-24000,0,11.6036,-0.0308689,-0.266151,0,563,682,-0.309297,0,-0.218432,9.77904
9.68701,9.58745,10.2352,10.1407,5.9375,-0.361336,-0.255297,-0.291875,0.0473719,-24000,0,11.6079,-0.0463847,-0.281497,0,564,681,-0.306502,0,-0.216266,9.78195
9.4938,9.58613,9.79137,10.1105,5.90553,-0.342993,-0.246061,-0.291875,0.0473719,-24000,0,11.6315,-0.0536211,-0.288654,0,563,680,-0.304711,0,-0.204802,9.76564
9.74966,9.60627,10.0031,10.0941,5.8882,-0.319283,-0.233864,-0.291875,0.0473719,-24000,0,11.6466,-0.0588311,-0.293807,0,562,679,-0.295553,0,-0.190378,9.76708
9.65356,9.62689,10.3895,10.1463,5.94107,-0.338878,-0.237405,-0.291875,0.0473719,-24000,0,11.6537,-0.0617099,-0.296654,0,567,682,-0.291295,0,-0.202831,9.80418
9.87081,9.64276,10.4905,10.1678,5.9628,-0.34208,-0.234058,-0.291875,0.0473719,-24000,0,11.6377,-0.0943878,-0.328973,0,570,684,-0.285745,0,-0.205057,9.82311
9.98304,9.68666,10.6518,10.2161,6.01124,-0.343845,-0.227988,-0.291875,0.0473719,-24000,0,11.7583,-0.00614797,-0.235305,0,574,687,-0.270294,0,-0.206792,9.86965
