9.89052,9.79635,9.96784,9.86519,5.74692,-0.0453064,-0.0579461,-0.015417,0.00136571,917,0,11.6221,0.0570579,-0.0744659,0,567,685,-0.051243,0,-0.0267156,9.7445
9.60155,9.78306,9.72341,9.85377,5.73459,-0.0465808,-0.0553276,-0.015417,0.00136571,-7189,0,11.6223,0.0571445,-0.0220203,0,569,686,-0.0579118,0,-0.0274413,9.73204
9.73356,9.77227,9.79891,9.84326,5.72387,-0.0468068,-0.057669,-0.015417,0.00136571,-439,0,11.6226,0.0572557,-0.0742702,0,568,685,-0.0578827,0,-0.0275531,9.72129
9.88103,9.77989,9.87474,9.85109,5.73168,-0.0469112,-0.0566329,-0.015417,0.00136571,-2080,0,11.6228,0.0572673,-0.0742588,0,568,686,-0.0578708,0,-0.0276318,9.72909
9.77261,9.77696,9.82237,9.8411,5.72466,-0.0422869,-0.0550091,-0.015417,0.00136571,-4124,0,11.6232,0.0573531,-0.0741739,0,568,685,-0.0578442,0,-0.0248932,9.72256
10.0306,9.79839,9.9974,9.85656,5.74289,-0.0383022,-0.0538071,-0.015417,0.00136571,-6256,0,11.6234,0.0574334,-0.0217346,0,567,685,-0.0578746,0,-0.0225765,9.74116
9.84094,9.79344,9.8311,9.84603,5.73475,-0.0346406,-0.0494074,-0.015417,0.00136571,-4620,0,11.6235,0.0574328,-0.0217352,0,568,686,-0.0574982,0,-0.0204063,9.73334
9.88086,9.80437,9.94971,9.86337,5.74939,-0.0388231,-0.0530113,-0.015417,0.00136571,-2570,0,11.6233,0.0573335,-0.0741934,0,568,685,-0.0575322,0,-0.0228954,9.74761
9.93941,9.8244,9.9446,9.87378,5.76419,-0.0324547,-0.0515053,-0.015417,0.00136571,-3483,0,11.6228,0.0572047,-0.0743207,0,567,684,-0.0575791,0,-0.0191601,9.76295
9.77899,9.83501,9.85381,9.87639,5.77048,-0.0271807,-0.0461718,-0.015417,0.00136571,-6494,0,11.5853,0.0872748,-0.0445808,0,568,685,-0.0575893,0,-0.0160559,9.76961
10.089,9.85486,9.95636,9.87524,5.77923,-0.0133858,-0.0402538,-0.015417,0.00136571,-9905,0,11.5335,0.0631396,-0.0684509,0,567,684,-0.0576149,0,-0.00790863,9.77902
9.93728,9.88843,10.0221,9.90511,5.81116,-0.0109129,-0.0365874,-0.015417,0.00136571,-12037,0,11.5088,0.0650684,-0.0141833,0,568,685,-0.057685,0,-0.00647156,9.81102
9.81051,9.89612,9.79921,9.90514,5.81496,-0.00592017,-0.031385,-0.015417,0.00136571,-15070,0,11.4293,0.114445,-0.0177109,0,569,686,-0.0576949,0,-0.00349872,9.81491
9.72382,9.8804,9.82493,9.90016,5.80468,-0.0129418,-0.0355517,-0.015417,0.00136571,-12750,0,11.3653,0.0931727,0.013612,0,568,687,-0.0576773,0,-0.00766544,9.80448
9.71286,9.87443,9.65546,9.88347,5.79308,-0.00592017,-0.0347382,-0.015417,0.00136571,-13399,0,11.2141,0.180114,0.0472254,0,566,686,-0.0576622,0,-0.00350766,9.79304
9.69429,9.8408,9.66766,9.8505,5.75949,-0.00638509,-0.0361092,-0.015417,0.00136571,-12613,0,11.1584,0.211436,0.0781918,0,565,686,-0.0575886,0,-0.00376396,9.75945
